,comb,obj,GAPD,PGK,PGM,ENO,TPI,ACONTb,ACONTa,CS,FUM,MDH
466,"('GAPD', 'PGM', 'ACONTb', 'ACONTa', 'CS')",13.63859649122804,1,0,1,0,0,1,1,1,0,0
467,"('GAPD', 'PGM', 'ACONTb', 'ACONTa', 'FUM')",13.638596491228029,1,0,1,0,0,1,1,0,1,0
468,"('GAPD', 'PGM', 'ACONTb', 'ACONTa', 'MDH')",13.638596491228029,1,0,1,0,0,1,1,0,0,1
469,"('GAPD', 'PGM', 'ACONTb', 'CS', 'FUM')",13.638596491228029,1,0,1,0,0,1,0,1,1,0
470,"('GAPD', 'PGM', 'ACONTb', 'CS', 'MDH')",13.638596491228029,1,0,1,0,0,1,0,1,0,1
471,"('GAPD', 'PGM', 'ACONTb', 'FUM', 'MDH')",13.638596491228029,1,0,1,0,0,1,0,0,1,1
472,"('GAPD', 'PGM', 'ACONTa', 'CS', 'FUM')",13.638596491228038,1,0,1,0,0,0,1,1,1,0
473,"('GAPD', 'PGM', 'ACONTa', 'CS', 'MDH')",13.638596491228038,1,0,1,0,0,0,1,1,0,1
474,"('GAPD', 'PGM', 'ACONTa', 'FUM', 'MDH')",13.638596491228034,1,0,1,0,0,0,1,0,1,1
475,"('GAPD', 'PGM', 'CS', 'FUM', 'MDH')",13.638596491228045,1,0,1,0,0,0,0,1,1,1
476,"('GAPD', 'ENO', 'TPI', 'ACONTb', 'ACONTa')",1.2649350649350624,1,0,0,1,1,1,1,0,0,0
477,"('GAPD', 'ENO', 'TPI', 'ACONTb', 'CS')",1.2649350649350626,1,0,0,1,1,1,0,1,0,0
478,"('GAPD', 'ENO', 'TPI', 'ACONTb', 'FUM')",1.2649350649350626,1,0,0,1,1,1,0,0,1,0
479,"('GAPD', 'ENO', 'TPI', 'ACONTb', 'MDH')",1.2649350649350626,1,0,0,1,1,1,0,0,0,1
480,"('GAPD', 'ENO', 'TPI', 'ACONTa', 'CS')",1.2649350649350626,1,0,0,1,1,0,1,1,0,0
481,"('GAPD', 'ENO', 'TPI', 'ACONTa', 'FUM')",1.2649350649350626,1,0,0,1,1,0,1,0,1,0
482,"('GAPD', 'ENO', 'TPI', 'ACONTa', 'MDH')",1.2649350649350626,1,0,0,1,1,0,1,0,0,1
483,"('GAPD', 'ENO', 'TPI', 'CS', 'FUM')",1.2649350649350626,1,0,0,1,1,0,0,1,1,0
484,"('GAPD', 'ENO', 'TPI', 'CS', 'MDH')",1.2649350649350626,1,0,0,1,1,0,0,1,0,1
485,"('GAPD', 'ENO', 'TPI', 'FUM', 'MDH')",1.2649350649350626,1,0,0,1,1,0,0,0,1,1
486,"('GAPD', 'ENO', 'ACONTb', 'ACONTa', 'CS')",13.638596491228016,1,0,0,1,0,1,1,1,0,0
487,"('GAPD', 'ENO', 'ACONTb', 'ACONTa', 'FUM')",13.638596491228016,1,0,0,1,0,1,1,0,1,0
488,"('GAPD', 'ENO', 'ACONTb', 'ACONTa', 'MDH')",13.638596491228016,1,0,0,1,0,1,1,0,0,1
489,"('GAPD', 'ENO', 'ACONTb', 'CS', 'FUM')",13.638596491228016,1,0,0,1,0,1,0,1,1,0
490,"('GAPD', 'ENO', 'ACONTb', 'CS', 'MDH')",13.638596491228016,1,0,0,1,0,1,0,1,0,1
491,"('GAPD', 'ENO', 'ACONTb', 'FUM', 'MDH')",13.638596491228016,1,0,0,1,0,1,0,0,1,1
492,"('GAPD', 'ENO', 'ACONTa', 'CS', 'FUM')",13.638596491228059,1,0,0,1,0,0,1,1,1,0
493,"('GAPD', 'ENO', 'ACONTa', 'CS', 'MDH')",13.638596491228059,1,0,0,1,0,0,1,1,0,1
494,"('GAPD', 'ENO', 'ACONTa', 'FUM', 'MDH')",13.638596491228059,1,0,0,1,0,0,1,0,1,1
495,"('GAPD', 'ENO', 'CS', 'FUM', 'MDH')",13.638596491228059,1,0,0,1,0,0,0,1,1,1
496,"('GAPD', 'TPI', 'ACONTb', 'ACONTa', 'CS')",1.2649350649350652,1,0,0,0,1,1,1,1,0,0
497,"('GAPD', 'TPI', 'ACONTb', 'ACONTa', 'FUM')",1.2649350649350652,1,0,0,0,1,1,1,0,1,0
498,"('GAPD', 'TPI', 'ACONTb', 'ACONTa', 'MDH')",1.2649350649350652,1,0,0,0,1,1,1,0,0,1
499,"('GAPD', 'TPI', 'ACONTb', 'CS', 'FUM')",1.2649350649350652,1,0,0,0,1,1,0,1,1,0
500,"('GAPD', 'TPI', 'ACONTb', 'CS', 'MDH')",1.2649350649350652,1,0,0,0,1,1,0,1,0,1
501,"('GAPD', 'TPI', 'ACONTb', 'FUM', 'MDH')",1.2649350649350652,1,0,0,0,1,1,0,0,1,1
502,"('GAPD', 'TPI', 'ACONTa', 'CS', 'FUM')",1.2649350649350652,1,0,0,0,1,0,1,1,1,0
503,"('GAPD', 'TPI', 'ACONTa', 'CS', 'MDH')",1.2649350649350652,1,0,0,0,1,0,1,1,0,1
504,"('GAPD', 'TPI', 'ACONTa', 'FUM', 'MDH')",1.2649350649350652,1,0,0,0,1,0,1,0,1,1
505,"('GAPD', 'TPI', 'CS', 'FUM', 'MDH')",1.264935064935064,1,0,0,0,1,0,0,1,1,1
506,"('GAPD', 'ACONTb', 'ACONTa', 'CS', 'FUM')",13.63859649122806,1,0,0,0,0,1,1,1,1,0
507,"('GAPD', 'ACONTb', 'ACONTa', 'CS', 'MDH')",13.63859649122806,1,0,0,0,0,1,1,1,0,1
508,"('GAPD', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",13.63859649122806,1,0,0,0,0,1,1,0,1,1
509,"('GAPD', 'ACONTb', 'CS', 'FUM', 'MDH')",13.63859649122806,1,0,0,0,0,1,0,1,1,1
510,"('GAPD', 'ACONTa', 'CS', 'FUM', 'MDH')",13.63859649122806,1,0,0,0,0,0,1,1,1,1
511,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTb')",1.2649350649350586,0,1,1,1,1,1,0,0,0,0
512,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTa')",1.2649350649350586,0,1,1,1,1,0,1,0,0,0
513,"('PGK', 'PGM', 'ENO', 'TPI', 'CS')",1.2649350649350586,0,1,1,1,1,0,0,1,0,0
514,"('PGK', 'PGM', 'ENO', 'TPI', 'FUM')",1.2649350649350586,0,1,1,1,1,0,0,0,1,0
515,"('PGK', 'PGM', 'ENO', 'TPI', 'MDH')",1.2649350649350586,0,1,1,1,1,0,0,0,0,1
516,"('PGK', 'PGM', 'ENO', 'ACONTb', 'ACONTa')",13.638596491228073,0,1,1,1,0,1,1,0,0,0
517,"('PGK', 'PGM', 'ENO', 'ACONTb', 'CS')",13.638596491228073,0,1,1,1,0,1,0,1,0,0
518,"('PGK', 'PGM', 'ENO', 'ACONTb', 'FUM')",13.638596491228073,0,1,1,1,0,1,0,0,1,0
519,"('PGK', 'PGM', 'ENO', 'ACONTb', 'MDH')",13.638596491228073,0,1,1,1,0,1,0,0,0,1
520,"('PGK', 'PGM', 'ENO', 'ACONTa', 'CS')",13.638596491228073,0,1,1,1,0,0,1,1,0,0
521,"('PGK', 'PGM', 'ENO', 'ACONTa', 'FUM')",13.638596491228073,0,1,1,1,0,0,1,0,1,0
522,"('PGK', 'PGM', 'ENO', 'ACONTa', 'MDH')",13.638596491228073,0,1,1,1,0,0,1,0,0,1
523,"('PGK', 'PGM', 'ENO', 'CS', 'FUM')",13.638596491228073,0,1,1,1,0,0,0,1,1,0
524,"('PGK', 'PGM', 'ENO', 'CS', 'MDH')",13.638596491228073,0,1,1,1,0,0,0,1,0,1
525,"('PGK', 'PGM', 'ENO', 'FUM', 'MDH')",13.854237288135593,0,1,1,1,0,0,0,0,1,1
526,"('PGK', 'PGM', 'TPI', 'ACONTb', 'ACONTa')",1.2649350649350706,0,1,1,0,1,1,1,0,0,0
527,"('PGK', 'PGM', 'TPI', 'ACONTb', 'CS')",1.2649350649350706,0,1,1,0,1,1,0,1,0,0
528,"('PGK', 'PGM', 'TPI', 'ACONTb', 'FUM')",1.2649350649350706,0,1,1,0,1,1,0,0,1,0
529,"('PGK', 'PGM', 'TPI', 'ACONTb', 'MDH')",1.2649350649350706,0,1,1,0,1,1,0,0,0,1
530,"('PGK', 'PGM', 'TPI', 'ACONTa', 'CS')",1.2649350649350706,0,1,1,0,1,0,1,1,0,0
531,"('PGK', 'PGM', 'TPI', 'ACONTa', 'FUM')",1.2649350649350706,0,1,1,0,1,0,1,0,1,0
532,"('PGK', 'PGM', 'TPI', 'ACONTa', 'MDH')",1.2649350649350706,0,1,1,0,1,0,1,0,0,1
533,"('PGK', 'PGM', 'TPI', 'CS', 'FUM')",1.2649350649350706,0,1,1,0,1,0,0,1,1,0
534,"('PGK', 'PGM', 'TPI', 'CS', 'MDH')",1.2649350649350706,0,1,1,0,1,0,0,1,0,1
535,"('PGK', 'PGM', 'TPI', 'FUM', 'MDH')",1.2649350649350706,0,1,1,0,1,0,0,0,1,1
536,"('PGK', 'PGM', 'ACONTb', 'ACONTa', 'CS')",13.638596491228064,0,1,1,0,0,1,1,1,0,0
537,"('PGK', 'PGM', 'ACONTb', 'ACONTa', 'FUM')",13.638596491228064,0,1,1,0,0,1,1,0,1,0
538,"('PGK', 'PGM', 'ACONTb', 'ACONTa', 'MDH')",13.638596491228064,0,1,1,0,0,1,1,0,0,1
539,"('PGK', 'PGM', 'ACONTb', 'CS', 'FUM')",13.638596491228064,0,1,1,0,0,1,0,1,1,0
540,"('PGK', 'PGM', 'ACONTb', 'CS', 'MDH')",13.638596491228064,0,1,1,0,0,1,0,1,0,1
541,"('PGK', 'PGM', 'ACONTb', 'FUM', 'MDH')",13.638596491228064,0,1,1,0,0,1,0,0,1,1
542,"('PGK', 'PGM', 'ACONTa', 'CS', 'FUM')",13.63859649122806,0,1,1,0,0,0,1,1,1,0
543,"('PGK', 'PGM', 'ACONTa', 'CS', 'MDH')",13.63859649122806,0,1,1,0,0,0,1,1,0,1
544,"('PGK', 'PGM', 'ACONTa', 'FUM', 'MDH')",13.63859649122806,0,1,1,0,0,0,1,0,1,1
545,"('PGK', 'PGM', 'CS', 'FUM', 'MDH')",13.638596491228096,0,1,1,0,0,0,0,1,1,1
546,"('PGK', 'ENO', 'TPI', 'ACONTb', 'ACONTa')",1.2649350649350648,0,1,0,1,1,1,1,0,0,0
547,"('PGK', 'ENO', 'TPI', 'ACONTb', 'CS')",1.2649350649350648,0,1,0,1,1,1,0,1,0,0
548,"('PGK', 'ENO', 'TPI', 'ACONTb', 'FUM')",1.2649350649350648,0,1,0,1,1,1,0,0,1,0
549,"('PGK', 'ENO', 'TPI', 'ACONTb', 'MDH')",1.2649350649350648,0,1,0,1,1,1,0,0,0,1
550,"('PGK', 'ENO', 'TPI', 'ACONTa', 'CS')",1.2649350649350655,0,1,0,1,1,0,1,1,0,0
551,"('PGK', 'ENO', 'TPI', 'ACONTa', 'FUM')",1.2649350649350655,0,1,0,1,1,0,1,0,1,0
552,"('PGK', 'ENO', 'TPI', 'ACONTa', 'MDH')",1.2649350649350655,0,1,0,1,1,0,1,0,0,1
553,"('PGK', 'ENO', 'TPI', 'CS', 'FUM')",1.2649350649350655,0,1,0,1,1,0,0,1,1,0
554,"('PGK', 'ENO', 'TPI', 'CS', 'MDH')",1.2649350649350655,0,1,0,1,1,0,0,1,0,1
555,"('PGK', 'ENO', 'TPI', 'FUM', 'MDH')",1.2649350649350655,0,1,0,1,1,0,0,0,1,1
556,"('PGK', 'ENO', 'ACONTb', 'ACONTa', 'CS')",13.638596491228084,0,1,0,1,0,1,1,1,0,0
557,"('PGK', 'ENO', 'ACONTb', 'ACONTa', 'FUM')",13.638596491228084,0,1,0,1,0,1,1,0,1,0
558,"('PGK', 'ENO', 'ACONTb', 'ACONTa', 'MDH')",13.638596491228084,0,1,0,1,0,1,1,0,0,1
559,"('PGK', 'ENO', 'ACONTb', 'CS', 'FUM')",13.638596491228084,0,1,0,1,0,1,0,1,1,0
560,"('PGK', 'ENO', 'ACONTb', 'CS', 'MDH')",13.638596491228084,0,1,0,1,0,1,0,1,0,1
561,"('PGK', 'ENO', 'ACONTb', 'FUM', 'MDH')",13.638596491228084,0,1,0,1,0,1,0,0,1,1
562,"('PGK', 'ENO', 'ACONTa', 'CS', 'FUM')",13.638596491228084,0,1,0,1,0,0,1,1,1,0
563,"('PGK', 'ENO', 'ACONTa', 'CS', 'MDH')",13.638596491228084,0,1,0,1,0,0,1,1,0,1
564,"('PGK', 'ENO', 'ACONTa', 'FUM', 'MDH')",13.638596491228084,0,1,0,1,0,0,1,0,1,1
565,"('PGK', 'ENO', 'CS', 'FUM', 'MDH')",13.638596491228082,0,1,0,1,0,0,0,1,1,1
566,"('PGK', 'TPI', 'ACONTb', 'ACONTa', 'CS')",1.2649350649350681,0,1,0,0,1,1,1,1,0,0
567,"('PGK', 'TPI', 'ACONTb', 'ACONTa', 'FUM')",1.2649350649350681,0,1,0,0,1,1,1,0,1,0
568,"('PGK', 'TPI', 'ACONTb', 'ACONTa', 'MDH')",1.2649350649350681,0,1,0,0,1,1,1,0,0,1
569,"('PGK', 'TPI', 'ACONTb', 'CS', 'FUM')",1.2649350649350681,0,1,0,0,1,1,0,1,1,0
570,"('PGK', 'TPI', 'ACONTb', 'CS', 'MDH')",1.2649350649350681,0,1,0,0,1,1,0,1,0,1
571,"('PGK', 'TPI', 'ACONTb', 'FUM', 'MDH')",1.2649350649350681,0,1,0,0,1,1,0,0,1,1
572,"('PGK', 'TPI', 'ACONTa', 'CS', 'FUM')",1.2649350649350681,0,1,0,0,1,0,1,1,1,0
573,"('PGK', 'TPI', 'ACONTa', 'CS', 'MDH')",1.2649350649350681,0,1,0,0,1,0,1,1,0,1
574,"('PGK', 'TPI', 'ACONTa', 'FUM', 'MDH')",1.2649350649350681,0,1,0,0,1,0,1,0,1,1
575,"('PGK', 'TPI', 'CS', 'FUM', 'MDH')",1.2649350649350684,0,1,0,0,1,0,0,1,1,1
576,"('PGK', 'ACONTb', 'ACONTa', 'CS', 'FUM')",13.638596491228098,0,1,0,0,0,1,1,1,1,0
577,"('PGK', 'ACONTb', 'ACONTa', 'CS', 'MDH')",13.638596491228098,0,1,0,0,0,1,1,1,0,1
578,"('PGK', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",13.638596491228098,0,1,0,0,0,1,1,0,1,1
579,"('PGK', 'ACONTb', 'CS', 'FUM', 'MDH')",13.638596491228089,0,1,0,0,0,1,0,1,1,1
580,"('PGK', 'ACONTa', 'CS', 'FUM', 'MDH')",13.638596491228089,0,1,0,0,0,0,1,1,1,1
581,"('PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa')",14.34035087719298,0,0,1,1,1,1,1,0,0,0
582,"('PGM', 'ENO', 'TPI', 'ACONTb', 'CS')",14.340350877192979,0,0,1,1,1,1,0,1,0,0
583,"('PGM', 'ENO', 'TPI', 'ACONTb', 'FUM')",14.340350877192979,0,0,1,1,1,1,0,0,1,0
584,"('PGM', 'ENO', 'TPI', 'ACONTb', 'MDH')",14.340350877192979,0,0,1,1,1,1,0,0,0,1
585,"('PGM', 'ENO', 'TPI', 'ACONTa', 'CS')",14.340350877192979,0,0,1,1,1,0,1,1,0,0
586,"('PGM', 'ENO', 'TPI', 'ACONTa', 'FUM')",14.340350877192979,0,0,1,1,1,0,1,0,1,0
587,"('PGM', 'ENO', 'TPI', 'ACONTa', 'MDH')",14.340350877192979,0,0,1,1,1,0,1,0,0,1
588,"('PGM', 'ENO', 'TPI', 'CS', 'FUM')",14.340350877192979,0,0,1,1,1,0,0,1,1,0
589,"('PGM', 'ENO', 'TPI', 'CS', 'MDH')",14.340350877192979,0,0,1,1,1,0,0,1,0,1
590,"('PGM', 'ENO', 'TPI', 'FUM', 'MDH')",14.45666666666666,0,0,1,1,1,0,0,0,1,1
591,"('PGM', 'ENO', 'ACONTb', 'ACONTa', 'CS')",14.340350877192966,0,0,1,1,0,1,1,1,0,0
592,"('PGM', 'ENO', 'ACONTb', 'ACONTa', 'FUM')",14.340350877192966,0,0,1,1,0,1,1,0,1,0
593,"('PGM', 'ENO', 'ACONTb', 'ACONTa', 'MDH')",14.340350877192966,0,0,1,1,0,1,1,0,0,1
594,"('PGM', 'ENO', 'ACONTb', 'CS', 'FUM')",14.340350877192966,0,0,1,1,0,1,0,1,1,0
595,"('PGM', 'ENO', 'ACONTb', 'CS', 'MDH')",14.340350877192966,0,0,1,1,0,1,0,1,0,1
596,"('PGM', 'ENO', 'ACONTb', 'FUM', 'MDH')",14.340350877192966,0,0,1,1,0,1,0,0,1,1
597,"('PGM', 'ENO', 'ACONTa', 'CS', 'FUM')",14.340350877192963,0,0,1,1,0,0,1,1,1,0
598,"('PGM', 'ENO', 'ACONTa', 'CS', 'MDH')",14.340350877192963,0,0,1,1,0,0,1,1,0,1
599,"('PGM', 'ENO', 'ACONTa', 'FUM', 'MDH')",14.340350877192963,0,0,1,1,0,0,1,0,1,1
600,"('PGM', 'ENO', 'CS', 'FUM', 'MDH')",14.340350877192964,0,0,1,1,0,0,0,1,1,1
601,"('PGM', 'TPI', 'ACONTb', 'ACONTa', 'CS')",14.34035087719296,0,0,1,0,1,1,1,1,0,0
602,"('PGM', 'TPI', 'ACONTb', 'ACONTa', 'FUM')",14.34035087719296,0,0,1,0,1,1,1,0,1,0
603,"('PGM', 'TPI', 'ACONTb', 'ACONTa', 'MDH')",14.34035087719296,0,0,1,0,1,1,1,0,0,1
604,"('PGM', 'TPI', 'ACONTb', 'CS', 'FUM')",14.34035087719296,0,0,1,0,1,1,0,1,1,0
605,"('PGM', 'TPI', 'ACONTb', 'CS', 'MDH')",14.34035087719296,0,0,1,0,1,1,0,1,0,1
606,"('PGM', 'TPI', 'ACONTb', 'FUM', 'MDH')",14.34035087719296,0,0,1,0,1,1,0,0,1,1
607,"('PGM', 'TPI', 'ACONTa', 'CS', 'FUM')",14.340350877192964,0,0,1,0,1,0,1,1,1,0
608,"('PGM', 'TPI', 'ACONTa', 'CS', 'MDH')",14.340350877192964,0,0,1,0,1,0,1,1,0,1
609,"('PGM', 'TPI', 'ACONTa', 'FUM', 'MDH')",14.340350877192964,0,0,1,0,1,0,1,0,1,1
610,"('PGM', 'TPI', 'CS', 'FUM', 'MDH')",14.340350877192963,0,0,1,0,1,0,0,1,1,1
611,"('PGM', 'ACONTb', 'ACONTa', 'CS', 'FUM')",14.34035087719296,0,0,1,0,0,1,1,1,1,0
612,"('PGM', 'ACONTb', 'ACONTa', 'CS', 'MDH')",14.34035087719296,0,0,1,0,0,1,1,1,0,1
613,"('PGM', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",14.340350877192964,0,0,1,0,0,1,1,0,1,1
614,"('PGM', 'ACONTb', 'CS', 'FUM', 'MDH')",14.340350877192964,0,0,1,0,0,1,0,1,1,1
615,"('PGM', 'ACONTa', 'CS', 'FUM', 'MDH')",14.340350877192964,0,0,1,0,0,0,1,1,1,1
616,"('ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS')",14.34035087719296,0,0,0,1,1,1,1,1,0,0
617,"('ENO', 'TPI', 'ACONTb', 'ACONTa', 'FUM')",14.34035087719296,0,0,0,1,1,1,1,0,1,0
618,"('ENO', 'TPI', 'ACONTb', 'ACONTa', 'MDH')",14.34035087719296,0,0,0,1,1,1,1,0,0,1
619,"('ENO', 'TPI', 'ACONTb', 'CS', 'FUM')",14.34035087719296,0,0,0,1,1,1,0,1,1,0
620,"('ENO', 'TPI', 'ACONTb', 'CS', 'MDH')",14.34035087719296,0,0,0,1,1,1,0,1,0,1
621,"('ENO', 'TPI', 'ACONTb', 'FUM', 'MDH')",14.34035087719296,0,0,0,1,1,1,0,0,1,1
622,"('ENO', 'TPI', 'ACONTa', 'CS', 'FUM')",14.34035087719296,0,0,0,1,1,0,1,1,1,0
623,"('ENO', 'TPI', 'ACONTa', 'CS', 'MDH')",14.34035087719296,0,0,0,1,1,0,1,1,0,1
624,"('ENO', 'TPI', 'ACONTa', 'FUM', 'MDH')",14.340350877192964,0,0,0,1,1,0,1,0,1,1
625,"('ENO', 'TPI', 'CS', 'FUM', 'MDH')",14.340350877192963,0,0,0,1,1,0,0,1,1,1
626,"('ENO', 'ACONTb', 'ACONTa', 'CS', 'FUM')",14.34035087719296,0,0,0,1,0,1,1,1,1,0
627,"('ENO', 'ACONTb', 'ACONTa', 'CS', 'MDH')",14.34035087719296,0,0,0,1,0,1,1,1,0,1
628,"('ENO', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",14.34035087719296,0,0,0,1,0,1,1,0,1,1
629,"('ENO', 'ACONTb', 'CS', 'FUM', 'MDH')",14.34035087719296,0,0,0,1,0,1,0,1,1,1
630,"('ENO', 'ACONTa', 'CS', 'FUM', 'MDH')",14.34035087719296,0,0,0,1,0,0,1,1,1,1
631,"('TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM')",15.743859649122813,0,0,0,0,1,1,1,1,1,0
632,"('TPI', 'ACONTb', 'ACONTa', 'CS', 'MDH')",15.743859649122813,0,0,0,0,1,1,1,1,0,1
633,"('TPI', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",15.743859649122813,0,0,0,0,1,1,1,0,1,1
634,"('TPI', 'ACONTb', 'CS', 'FUM', 'MDH')",15.743859649122813,0,0,0,0,1,1,0,1,1,1
635,"('TPI', 'ACONTa', 'CS', 'FUM', 'MDH')",15.743859649122813,0,0,0,0,1,0,1,1,1,1
636,"('ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",16.681632653061236,0,0,0,0,0,1,1,1,1,1
637,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTb')",1.2649350649350621,1,1,1,1,1,1,0,0,0,0
638,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTa')",1.2649350649350621,1,1,1,1,1,0,1,0,0,0
639,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'CS')",1.2649350649350621,1,1,1,1,1,0,0,1,0,0
640,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'FUM')",1.2649350649350621,1,1,1,1,1,0,0,0,1,0
641,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'MDH')",1.2649350649350621,1,1,1,1,1,0,0,0,0,1
642,"('GAPD', 'PGK', 'PGM', 'ENO', 'ACONTb', 'ACONTa')",13.638596491228071,1,1,1,1,0,1,1,0,0,0
643,"('GAPD', 'PGK', 'PGM', 'ENO', 'ACONTb', 'CS')",13.638596491228071,1,1,1,1,0,1,0,1,0,0
644,"('GAPD', 'PGK', 'PGM', 'ENO', 'ACONTb', 'FUM')",13.638596491228071,1,1,1,1,0,1,0,0,1,0
645,"('GAPD', 'PGK', 'PGM', 'ENO', 'ACONTb', 'MDH')",13.638596491228071,1,1,1,1,0,1,0,0,0,1
646,"('GAPD', 'PGK', 'PGM', 'ENO', 'ACONTa', 'CS')",13.638596491228071,1,1,1,1,0,0,1,1,0,0
647,"('GAPD', 'PGK', 'PGM', 'ENO', 'ACONTa', 'FUM')",13.638596491228071,1,1,1,1,0,0,1,0,1,0
648,"('GAPD', 'PGK', 'PGM', 'ENO', 'ACONTa', 'MDH')",13.638596491228071,1,1,1,1,0,0,1,0,0,1
649,"('GAPD', 'PGK', 'PGM', 'ENO', 'CS', 'FUM')",13.638596491228071,1,1,1,1,0,0,0,1,1,0
650,"('GAPD', 'PGK', 'PGM', 'ENO', 'CS', 'MDH')",13.638596491228071,1,1,1,1,0,0,0,1,0,1
651,"('GAPD', 'PGK', 'PGM', 'ENO', 'FUM', 'MDH')",13.854237288135584,1,1,1,1,0,0,0,0,1,1
652,"('GAPD', 'PGK', 'PGM', 'TPI', 'ACONTb', 'ACONTa')",1.2649350649350664,1,1,1,0,1,1,1,0,0,0
653,"('GAPD', 'PGK', 'PGM', 'TPI', 'ACONTb', 'CS')",1.2649350649350664,1,1,1,0,1,1,0,1,0,0
654,"('GAPD', 'PGK', 'PGM', 'TPI', 'ACONTb', 'FUM')",1.2649350649350664,1,1,1,0,1,1,0,0,1,0
655,"('GAPD', 'PGK', 'PGM', 'TPI', 'ACONTb', 'MDH')",1.2649350649350664,1,1,1,0,1,1,0,0,0,1
656,"('GAPD', 'PGK', 'PGM', 'TPI', 'ACONTa', 'CS')",1.2649350649350672,1,1,1,0,1,0,1,1,0,0
657,"('GAPD', 'PGK', 'PGM', 'TPI', 'ACONTa', 'FUM')",1.2649350649350672,1,1,1,0,1,0,1,0,1,0
658,"('GAPD', 'PGK', 'PGM', 'TPI', 'ACONTa', 'MDH')",1.2649350649350672,1,1,1,0,1,0,1,0,0,1
659,"('GAPD', 'PGK', 'PGM', 'TPI', 'CS', 'FUM')",1.2649350649350672,1,1,1,0,1,0,0,1,1,0
660,"('GAPD', 'PGK', 'PGM', 'TPI', 'CS', 'MDH')",1.2649350649350672,1,1,1,0,1,0,0,1,0,1
661,"('GAPD', 'PGK', 'PGM', 'TPI', 'FUM', 'MDH')",1.2649350649350672,1,1,1,0,1,0,0,0,1,1
662,"('GAPD', 'PGK', 'PGM', 'ACONTb', 'ACONTa', 'CS')",13.638596491228025,1,1,1,0,0,1,1,1,0,0
663,"('GAPD', 'PGK', 'PGM', 'ACONTb', 'ACONTa', 'FUM')",13.638596491228025,1,1,1,0,0,1,1,0,1,0
664,"('GAPD', 'PGK', 'PGM', 'ACONTb', 'ACONTa', 'MDH')",13.638596491228025,1,1,1,0,0,1,1,0,0,1
665,"('GAPD', 'PGK', 'PGM', 'ACONTb', 'CS', 'FUM')",13.638596491228025,1,1,1,0,0,1,0,1,1,0
666,"('GAPD', 'PGK', 'PGM', 'ACONTb', 'CS', 'MDH')",13.638596491228025,1,1,1,0,0,1,0,1,0,1
