,comb,obj,GAPD,PGK,PGM,ENO,TPI,ACONTb,ACONTa,CS,FUM,MDH
667,"('GAPD', 'PGK', 'PGM', 'ACONTb', 'FUM', 'MDH')",13.638596491228025,1,1,1,0,0,1,0,0,1,1
668,"('GAPD', 'PGK', 'PGM', 'ACONTa', 'CS', 'FUM')",13.638596491228025,1,1,1,0,0,0,1,1,1,0
669,"('GAPD', 'PGK', 'PGM', 'ACONTa', 'CS', 'MDH')",13.638596491228025,1,1,1,0,0,0,1,1,0,1
670,"('GAPD', 'PGK', 'PGM', 'ACONTa', 'FUM', 'MDH')",13.638596491228025,1,1,1,0,0,0,1,0,1,1
671,"('GAPD', 'PGK', 'PGM', 'CS', 'FUM', 'MDH')",13.638596491228025,1,1,1,0,0,0,0,1,1,1
672,"('GAPD', 'PGK', 'ENO', 'TPI', 'ACONTb', 'ACONTa')",1.264935064935067,1,1,0,1,1,1,1,0,0,0
673,"('GAPD', 'PGK', 'ENO', 'TPI', 'ACONTb', 'CS')",1.264935064935067,1,1,0,1,1,1,0,1,0,0
674,"('GAPD', 'PGK', 'ENO', 'TPI', 'ACONTb', 'FUM')",1.264935064935067,1,1,0,1,1,1,0,0,1,0
675,"('GAPD', 'PGK', 'ENO', 'TPI', 'ACONTb', 'MDH')",1.264935064935067,1,1,0,1,1,1,0,0,0,1
676,"('GAPD', 'PGK', 'ENO', 'TPI', 'ACONTa', 'CS')",1.264935064935067,1,1,0,1,1,0,1,1,0,0
677,"('GAPD', 'PGK', 'ENO', 'TPI', 'ACONTa', 'FUM')",1.264935064935067,1,1,0,1,1,0,1,0,1,0
678,"('GAPD', 'PGK', 'ENO', 'TPI', 'ACONTa', 'MDH')",1.264935064935067,1,1,0,1,1,0,1,0,0,1
679,"('GAPD', 'PGK', 'ENO', 'TPI', 'CS', 'FUM')",1.264935064935067,1,1,0,1,1,0,0,1,1,0
680,"('GAPD', 'PGK', 'ENO', 'TPI', 'CS', 'MDH')",1.264935064935067,1,1,0,1,1,0,0,1,0,1
681,"('GAPD', 'PGK', 'ENO', 'TPI', 'FUM', 'MDH')",1.264935064935067,1,1,0,1,1,0,0,0,1,1
682,"('GAPD', 'PGK', 'ENO', 'ACONTb', 'ACONTa', 'CS')",13.638596491228064,1,1,0,1,0,1,1,1,0,0
683,"('GAPD', 'PGK', 'ENO', 'ACONTb', 'ACONTa', 'FUM')",13.638596491228064,1,1,0,1,0,1,1,0,1,0
684,"('GAPD', 'PGK', 'ENO', 'ACONTb', 'ACONTa', 'MDH')",13.638596491228064,1,1,0,1,0,1,1,0,0,1
685,"('GAPD', 'PGK', 'ENO', 'ACONTb', 'CS', 'FUM')",13.638596491228064,1,1,0,1,0,1,0,1,1,0
686,"('GAPD', 'PGK', 'ENO', 'ACONTb', 'CS', 'MDH')",13.638596491228064,1,1,0,1,0,1,0,1,0,1
687,"('GAPD', 'PGK', 'ENO', 'ACONTb', 'FUM', 'MDH')",13.638596491228064,1,1,0,1,0,1,0,0,1,1
688,"('GAPD', 'PGK', 'ENO', 'ACONTa', 'CS', 'FUM')",13.638596491228064,1,1,0,1,0,0,1,1,1,0
689,"('GAPD', 'PGK', 'ENO', 'ACONTa', 'CS', 'MDH')",13.638596491228064,1,1,0,1,0,0,1,1,0,1
690,"('GAPD', 'PGK', 'ENO', 'ACONTa', 'FUM', 'MDH')",13.638596491228064,1,1,0,1,0,0,1,0,1,1
691,"('GAPD', 'PGK', 'ENO', 'CS', 'FUM', 'MDH')",13.638596491228064,1,1,0,1,0,0,0,1,1,1
692,"('GAPD', 'PGK', 'TPI', 'ACONTb', 'ACONTa', 'CS')",1.2649350649350652,1,1,0,0,1,1,1,1,0,0
693,"('GAPD', 'PGK', 'TPI', 'ACONTb', 'ACONTa', 'FUM')",1.2649350649350652,1,1,0,0,1,1,1,0,1,0
694,"('GAPD', 'PGK', 'TPI', 'ACONTb', 'ACONTa', 'MDH')",1.2649350649350652,1,1,0,0,1,1,1,0,0,1
695,"('GAPD', 'PGK', 'TPI', 'ACONTb', 'CS', 'FUM')",1.2649350649350652,1,1,0,0,1,1,0,1,1,0
696,"('GAPD', 'PGK', 'TPI', 'ACONTb', 'CS', 'MDH')",1.2649350649350652,1,1,0,0,1,1,0,1,0,1
697,"('GAPD', 'PGK', 'TPI', 'ACONTb', 'FUM', 'MDH')",1.2649350649350652,1,1,0,0,1,1,0,0,1,1
698,"('GAPD', 'PGK', 'TPI', 'ACONTa', 'CS', 'FUM')",1.2649350649350652,1,1,0,0,1,0,1,1,1,0
699,"('GAPD', 'PGK', 'TPI', 'ACONTa', 'CS', 'MDH')",1.2649350649350652,1,1,0,0,1,0,1,1,0,1
700,"('GAPD', 'PGK', 'TPI', 'ACONTa', 'FUM', 'MDH')",1.2649350649350652,1,1,0,0,1,0,1,0,1,1
701,"('GAPD', 'PGK', 'TPI', 'CS', 'FUM', 'MDH')",1.2649350649350652,1,1,0,0,1,0,0,1,1,1
702,"('GAPD', 'PGK', 'ACONTb', 'ACONTa', 'CS', 'FUM')",13.638596491228064,1,1,0,0,0,1,1,1,1,0
703,"('GAPD', 'PGK', 'ACONTb', 'ACONTa', 'CS', 'MDH')",13.638596491228064,1,1,0,0,0,1,1,1,0,1
704,"('GAPD', 'PGK', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",13.638596491228064,1,1,0,0,0,1,1,0,1,1
705,"('GAPD', 'PGK', 'ACONTb', 'CS', 'FUM', 'MDH')",13.638596491228064,1,1,0,0,0,1,0,1,1,1
706,"('GAPD', 'PGK', 'ACONTa', 'CS', 'FUM', 'MDH')",13.638596491228064,1,1,0,0,0,0,1,1,1,1
707,"('GAPD', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa')",1.2649350649350604,1,0,1,1,1,1,1,0,0,0
708,"('GAPD', 'PGM', 'ENO', 'TPI', 'ACONTb', 'CS')",1.2649350649350604,1,0,1,1,1,1,0,1,0,0
709,"('GAPD', 'PGM', 'ENO', 'TPI', 'ACONTb', 'FUM')",1.2649350649350604,1,0,1,1,1,1,0,0,1,0
710,"('GAPD', 'PGM', 'ENO', 'TPI', 'ACONTb', 'MDH')",1.2649350649350604,1,0,1,1,1,1,0,0,0,1
711,"('GAPD', 'PGM', 'ENO', 'TPI', 'ACONTa', 'CS')",1.2649350649350604,1,0,1,1,1,0,1,1,0,0
712,"('GAPD', 'PGM', 'ENO', 'TPI', 'ACONTa', 'FUM')",1.2649350649350604,1,0,1,1,1,0,1,0,1,0
713,"('GAPD', 'PGM', 'ENO', 'TPI', 'ACONTa', 'MDH')",1.2649350649350604,1,0,1,1,1,0,1,0,0,1
714,"('GAPD', 'PGM', 'ENO', 'TPI', 'CS', 'FUM')",1.2649350649350604,1,0,1,1,1,0,0,1,1,0
715,"('GAPD', 'PGM', 'ENO', 'TPI', 'CS', 'MDH')",1.2649350649350604,1,0,1,1,1,0,0,1,0,1
716,"('GAPD', 'PGM', 'ENO', 'TPI', 'FUM', 'MDH')",1.2649350649350604,1,0,1,1,1,0,0,0,1,1
717,"('GAPD', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'CS')",13.638596491227984,1,0,1,1,0,1,1,1,0,0
718,"('GAPD', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'FUM')",13.63859649122799,1,0,1,1,0,1,1,0,1,0
719,"('GAPD', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'MDH')",13.63859649122799,1,0,1,1,0,1,1,0,0,1
720,"('GAPD', 'PGM', 'ENO', 'ACONTb', 'CS', 'FUM')",13.63859649122799,1,0,1,1,0,1,0,1,1,0
721,"('GAPD', 'PGM', 'ENO', 'ACONTb', 'CS', 'MDH')",13.63859649122799,1,0,1,1,0,1,0,1,0,1
722,"('GAPD', 'PGM', 'ENO', 'ACONTb', 'FUM', 'MDH')",13.63859649122799,1,0,1,1,0,1,0,0,1,1
723,"('GAPD', 'PGM', 'ENO', 'ACONTa', 'CS', 'FUM')",13.63859649122799,1,0,1,1,0,0,1,1,1,0
724,"('GAPD', 'PGM', 'ENO', 'ACONTa', 'CS', 'MDH')",13.63859649122799,1,0,1,1,0,0,1,1,0,1
725,"('GAPD', 'PGM', 'ENO', 'ACONTa', 'FUM', 'MDH')",13.63859649122799,1,0,1,1,0,0,1,0,1,1
726,"('GAPD', 'PGM', 'ENO', 'CS', 'FUM', 'MDH')",13.63859649122799,1,0,1,1,0,0,0,1,1,1
727,"('GAPD', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'CS')",1.2649350649350581,1,0,1,0,1,1,1,1,0,0
728,"('GAPD', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'FUM')",1.2649350649350581,1,0,1,0,1,1,1,0,1,0
729,"('GAPD', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'MDH')",1.2649350649350581,1,0,1,0,1,1,1,0,0,1
730,"('GAPD', 'PGM', 'TPI', 'ACONTb', 'CS', 'FUM')",1.2649350649350581,1,0,1,0,1,1,0,1,1,0
731,"('GAPD', 'PGM', 'TPI', 'ACONTb', 'CS', 'MDH')",1.2649350649350581,1,0,1,0,1,1,0,1,0,1
732,"('GAPD', 'PGM', 'TPI', 'ACONTb', 'FUM', 'MDH')",1.2649350649350581,1,0,1,0,1,1,0,0,1,1
733,"('GAPD', 'PGM', 'TPI', 'ACONTa', 'CS', 'FUM')",1.2649350649350581,1,0,1,0,1,0,1,1,1,0
734,"('GAPD', 'PGM', 'TPI', 'ACONTa', 'CS', 'MDH')",1.2649350649350581,1,0,1,0,1,0,1,1,0,1
735,"('GAPD', 'PGM', 'TPI', 'ACONTa', 'FUM', 'MDH')",1.2649350649350581,1,0,1,0,1,0,1,0,1,1
736,"('GAPD', 'PGM', 'TPI', 'CS', 'FUM', 'MDH')",1.2649350649350581,1,0,1,0,1,0,0,1,1,1
737,"('GAPD', 'PGM', 'ACONTb', 'ACONTa', 'CS', 'FUM')",13.63859649122805,1,0,1,0,0,1,1,1,1,0
738,"('GAPD', 'PGM', 'ACONTb', 'ACONTa', 'CS', 'MDH')",13.63859649122805,1,0,1,0,0,1,1,1,0,1
739,"('GAPD', 'PGM', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",13.63859649122805,1,0,1,0,0,1,1,0,1,1
740,"('GAPD', 'PGM', 'ACONTb', 'CS', 'FUM', 'MDH')",13.63859649122805,1,0,1,0,0,1,0,1,1,1
741,"('GAPD', 'PGM', 'ACONTa', 'CS', 'FUM', 'MDH')",13.63859649122805,1,0,1,0,0,0,1,1,1,1
742,"('GAPD', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS')",1.26493506493506,1,0,0,1,1,1,1,1,0,0
743,"('GAPD', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'FUM')",1.26493506493506,1,0,0,1,1,1,1,0,1,0
744,"('GAPD', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'MDH')",1.26493506493506,1,0,0,1,1,1,1,0,0,1
745,"('GAPD', 'ENO', 'TPI', 'ACONTb', 'CS', 'FUM')",1.26493506493506,1,0,0,1,1,1,0,1,1,0
746,"('GAPD', 'ENO', 'TPI', 'ACONTb', 'CS', 'MDH')",1.26493506493506,1,0,0,1,1,1,0,1,0,1
747,"('GAPD', 'ENO', 'TPI', 'ACONTb', 'FUM', 'MDH')",1.26493506493506,1,0,0,1,1,1,0,0,1,1
748,"('GAPD', 'ENO', 'TPI', 'ACONTa', 'CS', 'FUM')",1.2649350649350612,1,0,0,1,1,0,1,1,1,0
749,"('GAPD', 'ENO', 'TPI', 'ACONTa', 'CS', 'MDH')",1.2649350649350612,1,0,0,1,1,0,1,1,0,1
750,"('GAPD', 'ENO', 'TPI', 'ACONTa', 'FUM', 'MDH')",1.2649350649350612,1,0,0,1,1,0,1,0,1,1
751,"('GAPD', 'ENO', 'TPI', 'CS', 'FUM', 'MDH')",1.2649350649350612,1,0,0,1,1,0,0,1,1,1
752,"('GAPD', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'FUM')",13.638596491228054,1,0,0,1,0,1,1,1,1,0
753,"('GAPD', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'MDH')",13.638596491228054,1,0,0,1,0,1,1,1,0,1
754,"('GAPD', 'ENO', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",13.638596491228054,1,0,0,1,0,1,1,0,1,1
755,"('GAPD', 'ENO', 'ACONTb', 'CS', 'FUM', 'MDH')",13.638596491228054,1,0,0,1,0,1,0,1,1,1
756,"('GAPD', 'ENO', 'ACONTa', 'CS', 'FUM', 'MDH')",13.638596491228054,1,0,0,1,0,0,1,1,1,1
757,"('GAPD', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM')",1.2649350649350624,1,0,0,0,1,1,1,1,1,0
758,"('GAPD', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'MDH')",1.2649350649350624,1,0,0,0,1,1,1,1,0,1
759,"('GAPD', 'TPI', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",1.2649350649350624,1,0,0,0,1,1,1,0,1,1
760,"('GAPD', 'TPI', 'ACONTb', 'CS', 'FUM', 'MDH')",1.2649350649350624,1,0,0,0,1,1,0,1,1,1
761,"('GAPD', 'TPI', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350624,1,0,0,0,1,0,1,1,1,1
762,"('GAPD', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",13.638596491228064,1,0,0,0,0,1,1,1,1,1
763,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa')",1.2649350649350701,0,1,1,1,1,1,1,0,0,0
764,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'CS')",1.2649350649350701,0,1,1,1,1,1,0,1,0,0
765,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'FUM')",1.2649350649350701,0,1,1,1,1,1,0,0,1,0
766,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'MDH')",1.2649350649350701,0,1,1,1,1,1,0,0,0,1
767,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTa', 'CS')",1.2649350649350701,0,1,1,1,1,0,1,1,0,0
768,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTa', 'FUM')",1.2649350649350701,0,1,1,1,1,0,1,0,1,0
769,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTa', 'MDH')",1.2649350649350701,0,1,1,1,1,0,1,0,0,1
770,"('PGK', 'PGM', 'ENO', 'TPI', 'CS', 'FUM')",1.2649350649350697,0,1,1,1,1,0,0,1,1,0
771,"('PGK', 'PGM', 'ENO', 'TPI', 'CS', 'MDH')",1.2649350649350697,0,1,1,1,1,0,0,1,0,1
772,"('PGK', 'PGM', 'ENO', 'TPI', 'FUM', 'MDH')",1.2649350649350697,0,1,1,1,1,0,0,0,1,1
773,"('PGK', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'CS')",13.638596491228087,0,1,1,1,0,1,1,1,0,0
774,"('PGK', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'FUM')",13.638596491228093,0,1,1,1,0,1,1,0,1,0
775,"('PGK', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'MDH')",13.638596491228093,0,1,1,1,0,1,1,0,0,1
776,"('PGK', 'PGM', 'ENO', 'ACONTb', 'CS', 'FUM')",13.638596491228093,0,1,1,1,0,1,0,1,1,0
777,"('PGK', 'PGM', 'ENO', 'ACONTb', 'CS', 'MDH')",13.638596491228093,0,1,1,1,0,1,0,1,0,1
778,"('PGK', 'PGM', 'ENO', 'ACONTb', 'FUM', 'MDH')",13.638596491228093,0,1,1,1,0,1,0,0,1,1
779,"('PGK', 'PGM', 'ENO', 'ACONTa', 'CS', 'FUM')",13.638596491228093,0,1,1,1,0,0,1,1,1,0
780,"('PGK', 'PGM', 'ENO', 'ACONTa', 'CS', 'MDH')",13.638596491228093,0,1,1,1,0,0,1,1,0,1
781,"('PGK', 'PGM', 'ENO', 'ACONTa', 'FUM', 'MDH')",13.638596491228082,0,1,1,1,0,0,1,0,1,1
782,"('PGK', 'PGM', 'ENO', 'CS', 'FUM', 'MDH')",13.638596491228082,0,1,1,1,0,0,0,1,1,1
783,"('PGK', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'CS')",1.2649350649350668,0,1,1,0,1,1,1,1,0,0
784,"('PGK', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'FUM')",1.2649350649350668,0,1,1,0,1,1,1,0,1,0
785,"('PGK', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'MDH')",1.2649350649350668,0,1,1,0,1,1,1,0,0,1
786,"('PGK', 'PGM', 'TPI', 'ACONTb', 'CS', 'FUM')",1.2649350649350668,0,1,1,0,1,1,0,1,1,0
787,"('PGK', 'PGM', 'TPI', 'ACONTb', 'CS', 'MDH')",1.2649350649350668,0,1,1,0,1,1,0,1,0,1
788,"('PGK', 'PGM', 'TPI', 'ACONTb', 'FUM', 'MDH')",1.2649350649350668,0,1,1,0,1,1,0,0,1,1
789,"('PGK', 'PGM', 'TPI', 'ACONTa', 'CS', 'FUM')",1.2649350649350668,0,1,1,0,1,0,1,1,1,0
790,"('PGK', 'PGM', 'TPI', 'ACONTa', 'CS', 'MDH')",1.2649350649350668,0,1,1,0,1,0,1,1,0,1
791,"('PGK', 'PGM', 'TPI', 'ACONTa', 'FUM', 'MDH')",1.2649350649350668,0,1,1,0,1,0,1,0,1,1
792,"('PGK', 'PGM', 'TPI', 'CS', 'FUM', 'MDH')",1.2649350649350668,0,1,1,0,1,0,0,1,1,1
793,"('PGK', 'PGM', 'ACONTb', 'ACONTa', 'CS', 'FUM')",13.63859649122808,0,1,1,0,0,1,1,1,1,0
794,"('PGK', 'PGM', 'ACONTb', 'ACONTa', 'CS', 'MDH')",13.63859649122808,0,1,1,0,0,1,1,1,0,1
795,"('PGK', 'PGM', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",13.63859649122808,0,1,1,0,0,1,1,0,1,1
796,"('PGK', 'PGM', 'ACONTb', 'CS', 'FUM', 'MDH')",13.63859649122808,0,1,1,0,0,1,0,1,1,1
797,"('PGK', 'PGM', 'ACONTa', 'CS', 'FUM', 'MDH')",13.638596491228082,0,1,1,0,0,0,1,1,1,1
798,"('PGK', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS')",1.2649350649350661,0,1,0,1,1,1,1,1,0,0
799,"('PGK', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'FUM')",1.2649350649350661,0,1,0,1,1,1,1,0,1,0
800,"('PGK', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'MDH')",1.2649350649350661,0,1,0,1,1,1,1,0,0,1
801,"('PGK', 'ENO', 'TPI', 'ACONTb', 'CS', 'FUM')",1.2649350649350657,0,1,0,1,1,1,0,1,1,0
802,"('PGK', 'ENO', 'TPI', 'ACONTb', 'CS', 'MDH')",1.2649350649350657,0,1,0,1,1,1,0,1,0,1
803,"('PGK', 'ENO', 'TPI', 'ACONTb', 'FUM', 'MDH')",1.2649350649350657,0,1,0,1,1,1,0,0,1,1
804,"('PGK', 'ENO', 'TPI', 'ACONTa', 'CS', 'FUM')",1.2649350649350652,0,1,0,1,1,0,1,1,1,0
805,"('PGK', 'ENO', 'TPI', 'ACONTa', 'CS', 'MDH')",1.2649350649350652,0,1,0,1,1,0,1,1,0,1
806,"('PGK', 'ENO', 'TPI', 'ACONTa', 'FUM', 'MDH')",1.2649350649350652,0,1,0,1,1,0,1,0,1,1
807,"('PGK', 'ENO', 'TPI', 'CS', 'FUM', 'MDH')",1.2649350649350652,0,1,0,1,1,0,0,1,1,1
808,"('PGK', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'FUM')",13.63859649122811,0,1,0,1,0,1,1,1,1,0
809,"('PGK', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'MDH')",13.63859649122811,0,1,0,1,0,1,1,1,0,1
810,"('PGK', 'ENO', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",13.63859649122811,0,1,0,1,0,1,1,0,1,1
811,"('PGK', 'ENO', 'ACONTb', 'CS', 'FUM', 'MDH')",13.63859649122811,0,1,0,1,0,1,0,1,1,1
812,"('PGK', 'ENO', 'ACONTa', 'CS', 'FUM', 'MDH')",13.63859649122811,0,1,0,1,0,0,1,1,1,1
813,"('PGK', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM')",1.264935064935074,0,1,0,0,1,1,1,1,1,0
814,"('PGK', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'MDH')",1.264935064935074,0,1,0,0,1,1,1,1,0,1
815,"('PGK', 'TPI', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",1.264935064935074,0,1,0,0,1,1,1,0,1,1
816,"('PGK', 'TPI', 'ACONTb', 'CS', 'FUM', 'MDH')",1.2649350649350726,0,1,0,0,1,1,0,1,1,1
817,"('PGK', 'TPI', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350726,0,1,0,0,1,0,1,1,1,1
818,"('PGK', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",13.63859649122808,0,1,0,0,0,1,1,1,1,1
819,"('PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS')",14.340350877192984,0,0,1,1,1,1,1,1,0,0
820,"('PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'FUM')",14.340350877192984,0,0,1,1,1,1,1,0,1,0
821,"('PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'MDH')",14.340350877192984,0,0,1,1,1,1,1,0,0,1
822,"('PGM', 'ENO', 'TPI', 'ACONTb', 'CS', 'FUM')",14.340350877192984,0,0,1,1,1,1,0,1,1,0
823,"('PGM', 'ENO', 'TPI', 'ACONTb', 'CS', 'MDH')",14.340350877192984,0,0,1,1,1,1,0,1,0,1
824,"('PGM', 'ENO', 'TPI', 'ACONTb', 'FUM', 'MDH')",14.340350877192984,0,0,1,1,1,1,0,0,1,1
825,"('PGM', 'ENO', 'TPI', 'ACONTa', 'CS', 'FUM')",14.340350877192984,0,0,1,1,1,0,1,1,1,0
826,"('PGM', 'ENO', 'TPI', 'ACONTa', 'CS', 'MDH')",14.340350877192984,0,0,1,1,1,0,1,1,0,1
827,"('PGM', 'ENO', 'TPI', 'ACONTa', 'FUM', 'MDH')",14.340350877192984,0,0,1,1,1,0,1,0,1,1
828,"('PGM', 'ENO', 'TPI', 'CS', 'FUM', 'MDH')",14.340350877192984,0,0,1,1,1,0,0,1,1,1
829,"('PGM', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'FUM')",14.340350877192984,0,0,1,1,0,1,1,1,1,0
830,"('PGM', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'MDH')",14.340350877192984,0,0,1,1,0,1,1,1,0,1
831,"('PGM', 'ENO', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",14.340350877192984,0,0,1,1,0,1,1,0,1,1
832,"('PGM', 'ENO', 'ACONTb', 'CS', 'FUM', 'MDH')",14.340350877192984,0,0,1,1,0,1,0,1,1,1
833,"('PGM', 'ENO', 'ACONTa', 'CS', 'FUM', 'MDH')",14.340350877192984,0,0,1,1,0,0,1,1,1,1
834,"('PGM', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM')",14.340350877192984,0,0,1,0,1,1,1,1,1,0
835,"('PGM', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'MDH')",14.340350877192984,0,0,1,0,1,1,1,1,0,1
836,"('PGM', 'TPI', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",14.340350877192984,0,0,1,0,1,1,1,0,1,1
837,"('PGM', 'TPI', 'ACONTb', 'CS', 'FUM', 'MDH')",14.340350877192984,0,0,1,0,1,1,0,1,1,1
838,"('PGM', 'TPI', 'ACONTa', 'CS', 'FUM', 'MDH')",14.340350877192984,0,0,1,0,1,0,1,1,1,1
839,"('PGM', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",14.340350877192984,0,0,1,0,0,1,1,1,1,1
840,"('ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM')",14.340350877192984,0,0,0,1,1,1,1,1,1,0
841,"('ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'MDH')",14.340350877192984,0,0,0,1,1,1,1,1,0,1
842,"('ENO', 'TPI', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",14.340350877192984,0,0,0,1,1,1,1,0,1,1
843,"('ENO', 'TPI', 'ACONTb', 'CS', 'FUM', 'MDH')",14.340350877192984,0,0,0,1,1,1,0,1,1,1
844,"('ENO', 'TPI', 'ACONTa', 'CS', 'FUM', 'MDH')",14.340350877192984,0,0,0,1,1,0,1,1,1,1
845,"('ENO', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",14.340350877192984,0,0,0,1,0,1,1,1,1,1
846,"('TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",15.743859649122816,0,0,0,0,1,1,1,1,1,1
847,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa')",1.264935064935064,1,1,1,1,1,1,1,0,0,0
848,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'CS')",1.264935064935064,1,1,1,1,1,1,0,1,0,0
849,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'FUM')",1.264935064935064,1,1,1,1,1,1,0,0,1,0
850,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'MDH')",1.264935064935064,1,1,1,1,1,1,0,0,0,1
851,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTa', 'CS')",1.264935064935064,1,1,1,1,1,0,1,1,0,0
852,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTa', 'FUM')",1.264935064935064,1,1,1,1,1,0,1,0,1,0
853,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTa', 'MDH')",1.264935064935064,1,1,1,1,1,0,1,0,0,1
